wkt_geom,Address,City,province,Country,result_num,osm_id,display_na,category,type,latlong
Point (-79.2613390105421729 43.77176149999999666),115 OMNI DR,Toronto,ON,Canada,0,31616721,"115, Omni Drive, Scarborough Centre, Scarborough, Toronto, Golden Horseshoe, Ontario, M1P 4M2, Canada",building,apartments,"43.7717615,-79.26133901054217"
Point (-79.37312914999999691 43.66024939999999788),115 PEMBROKE ST,Toronto,ON,Canada,0,401029429,"115, Pembroke Street, Moss Park, Toronto Centre, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5A 1Z9, Canada",place,house,"43.6602494,-79.37312915"
Point (-79.37536299999999301 43.65190400000000182),114 CHURCH ST,Toronto,ON,Canada,0,4035509886,"114, Church Street, King East, Toronto Centre, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5C 2G3, Canada",place,house,"43.651904,-79.375363"
Point (-79.39162699999999973 43.67030220000000185),114 CUMBERLAND ST,Toronto,ON,Canada,0,4412266089,"Kingsway Drugs, 114, Cumberland Street, Bloor Street Culture Corridor, University—Rosedale, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5R 3V5, Canada",amenity,pharmacy,"43.6703022,-79.391627"
Point (-79.4153507999999988 43.67536059999999765),1138 BATHURST ST,Toronto,ON,Canada,0,410959547,"1138 Bathurst Street, Bathurst Street, Tarragon Village, Toronto—St. Paul's, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5R1K9, Canada",highway,bus_stop,"43.6753606,-79.4153508"
Point (-79.39621100000000808 43.67349500000000262),114 AVENUE RD,Toronto,ON,Canada,0,401215896,"114, Avenue Road, Bloor Street Culture Corridor, University—Rosedale, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5R 3J8, Canada",place,house,"43.673495,-79.39621100000001"
Point (-79.39323184615385287 43.64797800000000194),114 PETER ST,Toronto,ON,Canada,0,401220270,"114, Peter Street, Fashion District, Spadina—Fort York, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5V 2G5, Canada",place,house,"43.647978,-79.39323184615385"
Point (-79.37837410000000204 43.65733774999999639),115 BOND ST,Toronto,ON,Canada,0,193613482,"St. George's Greek Orthodox Church, 115, Bond Street, Garden District, Toronto Centre, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5B 1Y2, Canada",amenity,place_of_worship,"43.657337749999996,-79.3783741"
Point (-79.44230760000000657 43.66897730000000166),114 GEARY AVE,Toronto,ON,Canada,0,23145433,"Geary Avenue, Wallace Emerson, Davenport, Old Toronto, Toronto, Golden Horseshoe, Ontario, M6H 2C8, Canada",highway,residential,"43.6689773,-79.4423076"
Point (-79.37886670000000322 43.66523099999999857),114 MAITLAND ST,Toronto,ON,Canada,0,2344807990,"114, Maitland Street, Church-Wellesley Village, Toronto Centre, Old Toronto, Toronto, Golden Horseshoe, Ontario, M4Y 2G8, Canada",place,house,"43.665231,-79.3788667"
Point (-79.48275364999999226 43.72634535000000255),1105 WILSON AVE,Toronto,ON,Canada,0,66247073,"1105, Wilson Avenue, Downsview, York Centre, North York, Toronto, Golden Horseshoe, Ontario, M3M 1J8, Canada",place,house,"43.72634535,-79.48275364999999"
Point (-79.39571970000000078 43.67324250000000063),111 AVENUE RD,Toronto,ON,Canada,0,975557765,"Structube, 111, Avenue Road, Bloor Street Culture Corridor, University—Rosedale, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5R 3J8, Canada",shop,furniture,"43.6732425,-79.3957197"
Point (-79.43451779999999474 43.66014630000000096),1100 BLOOR ST W,Toronto,ON,Canada,0,6371102741,"Hi-Tech Video Game, 1100, Bloor Street West, Dovercourt, Davenport, Old Toronto, Toronto, Golden Horseshoe, Ontario, M6H 1M7, Canada",shop,video_games,"43.6601463,-79.4345178"
Point (-79.44815928645951431 43.79046784999999886),1101 STEELES AVE W,Toronto,ON,Canada,0,31368498,"1101, Steeles Avenue West, York Centre, North York, Vaughan, York Region, Golden Horseshoe, Ontario, M2R 1Z9, Canada",building,apartments,"43.79046785,-79.44815928645951"
Point (-79.34987639999999942 43.65941349999999943),111 BROADVIEW AVE,Toronto,ON,Canada,0,804607898,"111, Broadview Avenue, Riverdale, Toronto—Danforth, Old Toronto, Toronto, Golden Horseshoe, Ontario, M4M 2E9, Canada",place,house,"43.6594135,-79.3498764"
Point (-79.38576185714285316 43.65488228571428664),111 CHESTNUT ST,Toronto,ON,Canada,0,401216119,"111, Chestnut Street, Discovery District, Spadina—Fort York, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5G 1R3, Canada",place,house,"43.65488228571429,-79.38576185714285"
Point (-79.28505719999999712 43.68114280000000349),111 BINGHAM AVE,Toronto,ON,Canada,0,804615869,"111, Bingham Avenue, Beaches—East York, Old Toronto, Toronto, Golden Horseshoe, Ontario, M4E 3T2, Canada",place,house,"43.6811428,-79.2850572"
Point (-79.37829350021490882 43.65711929999999796),111 BOND ST,Toronto,ON,Canada,0,23447519,"Campus Planning and Facilities, 111, Bond Street, Garden District, Toronto Centre, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5B 1X2, Canada",building,university,"43.6571193,-79.37829350021491"
Point (-79.19441560729165985 43.78648549999999773),110 MORNELLE CRT,Toronto,ON,Canada,0,36861771,"110, Mornelle Court, Scarborough—Guildwood, Scarborough, Toronto, Golden Horseshoe, Ontario, M1C 0C7, Canada",building,apartments,"43.7864855,-79.19441560729166"
Point (-79.41984480000000701 43.64659470000000141),110 OSSINGTON AVE,Toronto,ON,Canada,0,6240358416,"Baby Huey, 110, Ossington Avenue, Ossington, Ossington Strip, Old Toronto, Toronto, Golden Horseshoe, Ontario, M6J 2Z2, Canada",amenity,bar,"43.6465947,-79.4198448"
Point (-79.47791858829202738 43.62524349999999629),110 MARINE PARADE DR,Toronto,ON,Canada,0,659599072,"Riva Del Lago Condominiums, 110, Marine Parade Drive, Etobicoke—Lakeshore, Etobicoke, Toronto, Golden Horseshoe, Ontario, M8V 3X7, Canada",building,apartments,"43.625243499999996,-79.47791858829203"
Point (-79.32721180000000061 43.68239260000000002),110 MONARCH PARK AVE,Toronto,ON,Canada,0,804611905,"110, Monarch Park Avenue, Toronto—Danforth, Old Toronto, Toronto, Golden Horseshoe, Ontario, M4J 1M6, Canada",place,house,"43.6823926,-79.3272118"
Point (-79.37850020000000484 43.65022609999999759),110 YONGE ST,Toronto,ON,Canada,0,273325246,"TD Canada Trust, 110, Yonge Street, King East, Toronto Centre, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5H, Canada",amenity,bank,"43.6502261,-79.3785002"
Point (-79.39281420000000367 43.6709425999999965),110 YORKVILLE AVE,Toronto,ON,Canada,0,4619006388,"Mayberry Fine Art, 110, Yorkville Avenue, Yorkville, University—Rosedale, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5R 0B4, Canada",shop,art,"43.6709426,-79.3928142"
Point (-79.34295590439023727 43.77410340000000133),110 PARKWAY FOREST DR,Toronto,ON,Canada,0,31619937,"110, Parkway Forest Drive, Parkway Forest, Don Valley North, North York, Toronto, Golden Horseshoe, Ontario, M2J 1M4, Canada",building,apartments,"43.7741034,-79.34295590439024"
Point (-79.37258923482599471 43.6481517499999967),110 THE ESPLANADE,Toronto,ON,Canada,0,285803484,"Performing Arts Lodge, 110, The Esplanade, South Core, Spadina—Fort York, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5E 1X9, Canada",building,yes,"43.64815175,-79.372589234826"
Point (-79.39888440331031916 43.66599624999999918),111 ST GEORGE ST,Toronto,ON,Canada,0,20898043,"Innis Residence, 111, St George Street, Bloor Street Culture Corridor, University—Rosedale, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5S 2E9, Canada",building,residential,"43.66599625,-79.39888440331032"
Point (-79.44912619999999492 43.64115710000000092),111 SUNNYSIDE AVE,Toronto,ON,Canada,0,817923038,"111, Sunnyside Avenue, Roncesvalles, Parkdale—High Park, Old Toronto, Toronto, Golden Horseshoe, Ontario, M6R 3A7, Canada",place,house,"43.6411571,-79.4491262"
Point (-79.43868609999999819 43.70447450000000345),111 RIDELLE AVE,Toronto,ON,Canada,0,803304622,"111, Ridelle Avenue, Eglinton—Lawrence, Old Toronto, Toronto, Golden Horseshoe, Ontario, M6B 1A6, Canada",place,house,"43.7044745,-79.4386861"
Point (-79.39948655000000599 43.68666265000000237),111 ST CLAIR AVE W,Toronto,ON,Canada,0,35491458,"Imperial Plaza, 111, St. Clair Avenue West, Deer Park, Toronto—St. Paul's, Old Toronto, Toronto, Golden Horseshoe, Ontario, M4V 1N5, Canada",building,apartments,"43.68666265,-79.39948655"
Point (-79.41952150000000188 43.64956920000000196),1117 DUNDAS ST W,Toronto,ON,Canada,0,851809956,"Dundas Street West, Ossington, Ossington Strip, Old Toronto, Toronto, Golden Horseshoe, Ontario, M6J 1X2, Canada",highway,secondary,"43.6495692,-79.4195215"
Point (-79.42117190000000448 43.64372370000000245),1117 QUEEN ST W,Toronto,ON,Canada,0,221091439,"Queen Street West, Little Portugal, Old Toronto, Toronto, Golden Horseshoe, Ontario, M6J 1H9, Canada",highway,secondary,"43.6437237,-79.4211719"
Point (-79.37791900000000567 43.65258999999999645),111 VICTORIA ST,Toronto,ON,Canada,0,4035509880,"111, Victoria Street, King East, Toronto Centre, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5C 2T6, Canada",place,house,"43.65259,-79.377919"
Point (-79.39261610526315849 43.67074789473684149),111 YORKVILLE AVE,Toronto,ON,Canada,0,401215844,"111, Yorkville Avenue, Yorkville, University—Rosedale, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5R 0B4, Canada",place,house,"43.67074789473684,-79.39261610526316"
Point (-79.37637239999999395 43.65155659999999926),111 LOMBARD ST,Toronto,ON,Canada,0,4674711,"Lombard Street, King East, Toronto Centre, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5C 2G2, Canada",highway,residential,"43.6515566,-79.3763724"
Point (-79.46427589863546359 43.65644400000000047),111 PACIFIC AVE,Toronto,ON,Canada,0,31367707,"111, Pacific Avenue, High Park North, Parkdale—High Park, Old Toronto, Toronto, Golden Horseshoe, Ontario, M6P, Canada",building,apartments,"43.656444,-79.46427589863546"
Point (-79.39216964435428281 43.6987649499999975),111 DAVISVILLE AVE,Toronto,ON,Canada,0,31372742,"111, Davisville Avenue, Toronto—St. Paul's, Old Toronto, Toronto, Golden Horseshoe, Ontario, M4S 1C2, Canada",building,apartments,"43.69876495,-79.39216964435428"
Point (-79.38495890000000088 43.65534799999999649),111 ELIZABETH ST,Toronto,ON,Canada,0,498680874,"Longo's, 111, Elizabeth Street, Financial District, Spadina—Fort York, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5G 1P7, Canada",shop,supermarket,"43.655348,-79.3849589"
Point (-79.42066459330482076 43.68660009999999971),111 RAGLAN AVE,Toronto,ON,Canada,0,34776457,"Claxton Gates, 111, Raglan Avenue, Humewood, Toronto—St. Paul's, York, Toronto, Golden Horseshoe, Ontario, M6C 4B3, Canada",building,apartments,"43.6866001,-79.42066459330482"
Point (-79.38385326854367463 43.65034914999999671),111 RICHMOND ST W,Toronto,ON,Canada,0,62057487,"Richmond Adelaide Centre, 111, Richmond Street West, Richmond-Adelaide Centre, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5H 3K6, Canada",building,commercial,"43.65034915,-79.38385326854367"
Point (-79.39290099999999484 43.64779200000000259),111 PETER ST,Toronto,ON,Canada,0,4036637487,"111, Peter Street, Fashion District, Spadina—Fort York, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5V 2G5, Canada",place,house,"43.647792,-79.392901"
Point (-79.37433819999999685 43.65336109999999792),111 QUEEN ST E,Toronto,ON,Canada,0,5058475621,"The Ivey At Verity, 111, Queen Street East, King East, Toronto Centre, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5C 1R8, Canada",tourism,hotel,"43.6533611,-79.3743382"
Point (-79.36870427272727113 43.64955063636363519),119 FREDERICK ST,Toronto,ON,Canada,0,401090076,"119, Frederick Street, St. Lawrence, Toronto Centre, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5A 3Z4, Canada",place,house,"43.649550636363635,-79.36870427272727"
Point (-79.37038259999999923 43.64969039999999723),119 FRONT ST E,Toronto,ON,Canada,0,401089991,"119, Front Street East, St. Lawrence, Toronto Centre, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5A 4S5, Canada",place,house,"43.6496904,-79.3703826"
Point (-79.44357886923077672 43.67769973076922696),1181 ST CLAIR AVE W,Toronto,ON,Canada,0,67803964,"1181, St. Clair Avenue West, Corso Italia, Davenport, Old Toronto, Toronto, Golden Horseshoe, Ontario, M6E 1B4, Canada",place,house,"43.67769973076923,-79.44357886923078"
Point (-79.51618080000000077 43.62329170000000289),1185 THE QUEENSWAY,Toronto,ON,Canada,0,37183838,"The Queensway, Etobicoke—Lakeshore, Etobicoke, Toronto, Golden Horseshoe, Ontario, M8Z 6C7, Canada",highway,secondary,"43.6232917,-79.5161808"
Point (-79.37941730000000007 43.65625980000000084),1190 DUNDAS ST E,Toronto,ON,Canada,0,35159933,"Dundas Street East, Downtown Yonge, Toronto Centre, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5B 1C6, Canada",highway,secondary,"43.6562598,-79.3794173"
Point (-79.444030699999999 43.67789520000000181),1190 ST CLAIR AVE W,Toronto,ON,Canada,0,5125524235,"King's Tacos, 1190, St. Clair Avenue West, Corso Italia, Davenport, Old Toronto, Toronto, Golden Horseshoe, Ontario, M6E 1B4, Canada",amenity,restaurant,"43.6778952,-79.4440307"
Point (-79.37840347550002207 43.66892724999999587),119 ISABELLA ST,Toronto,ON,Canada,0,684433261,"Casey House, 119, Isabella Street, Church-Wellesley Village, Toronto Centre, Old Toronto, Toronto, Golden Horseshoe, Ontario, M4Y 2Y5, Canada",amenity,hospital,"43.668927249999996,-79.37840347550002"
Point (-79.53380301600000735 43.73388609200000587),119 PARROTTA DR,Toronto,ON,Canada,0,176541864,"119, Parrotta Drive, Humber River—Black Creek, North York, Toronto, Golden Horseshoe, Ontario, M9M 0B7, Canada",place,house,"43.733886092000006,-79.53380301600001"
Point (-79.39179199999999526 43.67026390000000191),118 CUMBERLAND ST,Toronto,ON,Canada,0,4412219000,"Village Orthodontics, 118, Cumberland Street, Bloor Street Culture Corridor, University—Rosedale, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5R 3V5, Canada",amenity,dentist,"43.6702639,-79.391792"
Point (-79.4027381696679555 43.70944699999999727),118 MONTGOMERY AVE,Toronto,ON,Canada,0,95759711,"Montgomery Apartments, 118, Montgomery Avenue, Yonge & Eglinton, Eglinton—Lawrence, Old Toronto, Toronto, Golden Horseshoe, Ontario, M4R 0A2, Canada",building,apartments,"43.709447,-79.40273816966796"
Point (-79.42613520000000449 43.64258592000000192),1179 QUEEN ST W,Toronto,ON,Canada,0,66233290,"1179, Queen Street West, Davenport, Old Toronto, Toronto, Golden Horseshoe, Ontario, M6J 1J6, Canada",place,house,"43.64258592,-79.4261352"
Point (-79.39276545923405592 43.69835189999999869),118 BALLIOL ST,Toronto,ON,Canada,0,145830718,"Balliol Park Urban Rentals, 118, Balliol Street, Chaplin Estates, Toronto—St. Paul's, Old Toronto, Toronto, Golden Horseshoe, Ontario, M4S 3C4, Canada",building,apartments,"43.6983519,-79.39276545923406"
Point (-79.39365060000000085 43.67088269999999994),118 YORKVILLE AVE,Toronto,ON,Canada,0,146419070,"The Hazelton Hotel, 118, Yorkville Avenue, Bloor Street Culture Corridor, University—Rosedale, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5R 1B9, Canada",tourism,hotel,"43.6708827,-79.3936506"
Point (-79.4436857800000098 43.67799547999999987),1180 ST CLAIR AVE W,Toronto,ON,Canada,0,67804685,"1180, St. Clair Avenue West, Corso Italia, Davenport, Old Toronto, Toronto, Golden Horseshoe, Ontario, M6E 1B4, Canada",place,house,"43.67799548,-79.44368578000001"
Point (-79.40496500000000424 43.65481799999999879),118 NASSAU ST,Toronto,ON,Canada,0,803256970,"118, Nassau Street, Kensington Market, University—Rosedale, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5T 2N4, Canada",place,house,"43.654818,-79.404965"
Point (-79.44791019999999548 43.64262349999999913),118 RONCESVALLES AVE,Toronto,ON,Canada,0,817921351,"118, Roncesvalles Avenue, Roncesvalles, Parkdale, Old Toronto, Toronto, Golden Horseshoe, Ontario, M6R 2K3, Canada",place,house,"43.6426235,-79.4479102"
Point (-79.40948469999999304 43.75883619999999752),12 HARRISON GARDEN BLVD,Toronto,ON,Canada,0,5379390971,"Rabba Fine Foods, 12, Harrison Garden Boulevard, Willowdale, North York, Toronto, Golden Horseshoe, Ontario, M2N 7G4, Canada",shop,supermarket,"43.7588362,-79.4094847"
Point (-79.34976096389158329 43.66080860300526467),12 KINTYRE AVE,Toronto,ON,Canada,0,66411865,"12, Kintyre Avenue, Riverdale, Toronto—Danforth, Old Toronto, Toronto, Golden Horseshoe, Ontario, M4M 2E9, Canada",place,house,"43.660808603005265,-79.34976096389158"
Point (-79.3461841000000021 43.66032760000000223),12 DE GRASSI ST,Toronto,ON,Canada,0,804606081,"12, De Grassi Street, Riverdale, East Chinatown, Old Toronto, Toronto, Golden Horseshoe, Ontario, M4M 1Y4, Canada",place,house,"43.6603276,-79.3461841"
Point (-79.40189949999999897 43.65384660000000139),12 DENISON SQ,Toronto,ON,Canada,0,4651993,"Denison Square, Kensington Market, University—Rosedale, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5T 1M1, Canada",highway,residential,"43.6538466,-79.4018995"
Point (-79.23279870000000358 43.74624270000000337),12 NELSON ST,Toronto,ON,Canada,0,804625272,"12, Nelson Street, Scarborough Centre, Scarborough, Toronto, Golden Horseshoe, Ontario, M1J 2M7, Canada",place,house,"43.7462427,-79.2327987"
Point (-79.41394821333332743 43.76917282000000142),12 PARK HOME AVE,Toronto,ON,Canada,0,76113082,"12, Park Home Avenue, Willowdale, North York, Toronto, Golden Horseshoe, Ontario, M2N 5W4, Canada",place,house,"43.76917282,-79.41394821333333"
Point (-79.42673694988789634 43.63999274999999756),12 LAIDLAW ST,Toronto,ON,Canada,0,76559229,"12, Laidlaw Street, Little Tibet, Spadina—Fort York, Old Toronto, Toronto, Golden Horseshoe, Ontario, M6K 1E6, Canada",building,residential,"43.63999275,-79.4267369498879"
Point (-79.39577991304348359 43.6709422608695661),12 LOWTHER AVE,Toronto,ON,Canada,0,401215884,"12, Lowther Avenue, Bloor Street Culture Corridor, University—Rosedale, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5R 1A9, Canada",place,house,"43.670942260869566,-79.39577991304348"
Point (-79.4886160295360753 43.72561760000000675),1196 WILSON AVE,Toronto,ON,Canada,0,43806157,"1196, Wilson Avenue, Downsview, York Centre, North York, Toronto, Golden Horseshoe, Ontario, M3M 2J2, Canada",amenity,place_of_worship,"43.72561760000001,-79.48861602953608"
Point (-79.52100237718779852 43.66551259999999957),12 ANGLESEY BLVD,Toronto,ON,Canada,0,32865913,"12, Anglesey Boulevard, Humber Valley, Etobicoke Centre, Etobicoke, Toronto, Golden Horseshoe, Ontario, M9A 3V3, Canada",building,apartments,"43.6655126,-79.5210023771878"
Point (-79.41487082499999417 43.67489435000000242),1191 BATHURST ST,Toronto,ON,Canada,0,66224685,"1191, Bathurst Street, Tarragon Village, Toronto—St. Paul's, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5R1K9, Canada",place,house,"43.67489435,-79.414870825"
Point (-79.33164209999999628 43.66307890000000214),1192 QUEEN ST E,Toronto,ON,Canada,0,804614561,"1192, Queen Street East, Leslieville, Toronto—Danforth, Old Toronto, Toronto, Golden Horseshoe, Ontario, M4M 1L4, Canada",place,house,"43.6630789,-79.3316421"
Point (-79.38038040000000706 43.71056039999999854),12 BRUCE PARK AVE,Toronto,ON,Canada,0,803438321,"12, Bruce Park Avenue, Davisville, Don Valley West, Old Toronto, Toronto, Golden Horseshoe, Ontario, M4P 1P1, Canada",place,house,"43.7105604,-79.3803804"
Point (-79.38796779999999842 43.67101490000000297),12 CUMBERLAND ST,Toronto,ON,Canada,0,773398428,"12, Cumberland Street, Yorkville, University—Rosedale, Old Toronto, Toronto, Golden Horseshoe, Ontario, M4W 2G4, Canada",place,house,"43.6710149,-79.3879678"
Point (-79.52037900000000548 43.66244249999999738),12 BEXHILL CRT,Toronto,ON,Canada,0,31811015,"12, Bexhill Court, Humber Valley, Etobicoke Centre, Etobicoke, Toronto, Golden Horseshoe, Ontario, M9A 3V3, Canada",building,apartments,"43.6624425,-79.520379"
Point (-79.47824299999999198 43.62702519999999851),12 BROOKERS LANE,Toronto,ON,Canada,0,401038778,"12, Brookers Lane, Etobicoke—Lakeshore, Etobicoke, Toronto, Golden Horseshoe, Ontario, M8Y 1J2, Canada",place,house,"43.6270252,-79.47824299999999"
Point (-79.34207731535362029 43.66444580133465792),1159 DUNDAS ST E,Toronto,ON,Canada,0,66414554,"1159, Dundas Street East, Toronto—Danforth, Old Toronto, Toronto, Golden Horseshoe, Ontario, M4M2P2, Canada",place,house,"43.66444580133466,-79.34207731535362"
Point (-79.42134233846154245 43.64921727692307485),1159 DUNDAS ST W,Toronto,ON,Canada,0,66234018,"1159, Dundas Street West, Ossington, Spadina—Fort York, Old Toronto, Toronto, Golden Horseshoe, Ontario, M6H 1Y3, Canada",place,house,"43.649217276923075,-79.42134233846154"
Point (-79.44588170000000105 43.63851069999999766),1155 KING STR WEST,Toronto,ON,Canada,0,456377196,"King Street West, Parkdale, Old Toronto, Toronto, Golden Horseshoe, Ontario, M6R 1A9, Canada",highway,secondary,"43.6385107,-79.4458817"
Point (-79.44224431111111073 43.67798367777778168),1155 ST CLAIR AVE W,Toronto,ON,Canada,0,67804440,"1155, St. Clair Avenue West, Corso Italia, Davenport, Old Toronto, Toronto, Golden Horseshoe, Ontario, M6H 3L9, Canada",place,house,"43.67798367777778,-79.44224431111111"
Point (-79.39172554999998965 43.67025404999999694),116 CUMBERLAND ST,Toronto,ON,Canada,0,401215613,"116, Cumberland Street, Bloor Street Culture Corridor, University—Rosedale, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5R 3V5, Canada",place,house,"43.67025405,-79.39172554999999"
Point (-79.40726700000000449 43.6918849999999992),116 DUNVEGAN RD,Toronto,ON,Canada,0,4036930235,"116, Dunvegan Road, Forest Hill, Toronto—St. Paul's, Old Toronto, Toronto, Golden Horseshoe, Ontario, M4V 1X2, Canada",place,house,"43.691885,-79.407267"
Point (-79.42541190000000029 43.64271469999999908),1159 QUEEN ST W,Toronto,ON,Canada,0,3624207195,"Float Toronto, 1159, Queen Street West, Little Portugal, Old Toronto, Toronto, Golden Horseshoe, Ontario, M6J 1J5, Canada",office,company,"43.6427147,-79.4254119"
Point (-79.38455340000000149 43.67263090000000147),116 COLLIER ST,Toronto,ON,Canada,0,803174413,"116, Collier Street, Yorkville, University—Rosedale, Old Toronto, Toronto, Golden Horseshoe, Ontario, M4W 1B9, Canada",place,house,"43.6726309,-79.3845534"
Point (-79.40843230000000119 43.64258060000000228),115 WALNUT AVE,Toronto,ON,Canada,0,803230142,"115, Walnut Avenue, Niagara, Spadina—Fort York, Old Toronto, Toronto, Golden Horseshoe, Ontario, M6J 2L3, Canada",place,house,"43.6425806,-79.4084323"
Point (-79.38364277777778 43.64843322222222355),115 YORK ST,Toronto,ON,Canada,0,401220033,"115, York Street, Financial District, Spadina—Fort York, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5H, Canada",place,house,"43.64843322222222,-79.38364277777778"
Point (-79.52319045000000131 43.72602324999999723),115 TORBARRIE RD,Toronto,ON,Canada,0,72385169,"115, Torbarrie Road, Humber River—Black Creek, North York, Toronto, Golden Horseshoe, Ontario, M3L 1A2, Canada",place,house,"43.72602325,-79.52319045"
Point (-79.42796634999999128 43.63705329999999805),115 TYNDALL AVE,Toronto,ON,Canada,0,31812581,"115, Tyndall Avenue, Parkdale, Old Toronto, Toronto, Golden Horseshoe, Ontario, M6K 2E2, Canada",building,apartments,"43.6370533,-79.42796634999999"
Point (-79.44588170000000105 43.63851069999999766),1155 KING ST W,Toronto,ON,Canada,0,456377196,"King Street West, Parkdale, Old Toronto, Toronto, Golden Horseshoe, Ontario, M6R 1A9, Canada",highway,secondary,"43.6385107,-79.4458817"
Point (-79.44588170000000105 43.63851069999999766),1155 KING ST WEST,Toronto,ON,Canada,0,456377196,"King Street West, Parkdale, Old Toronto, Toronto, Golden Horseshoe, Ontario, M6R 1A9, Canada",highway,secondary,"43.6385107,-79.4458817"
Point (-79.42474850000000686 43.64271970000000067),1153 QUEEN ST W,Toronto,ON,Canada,0,2848620432,"Curry's Artists Materials, 1153, Queen Street West, Little Portugal, Old Toronto, Toronto, Golden Horseshoe, Ontario, M6J 1J5, Canada",shop,craft,"43.6427197,-79.4247485"
Point (-79.48641125000000329 43.72646435000000054),1154 WILSON AVE,Toronto,ON,Canada,0,43809812,"La Place Victoria, 1154, Wilson Avenue, Downsview, York Centre, North York, Toronto, Golden Horseshoe, Ontario, M3M 1J8, Canada",building,apartments,"43.72646435,-79.48641125"
Point (-79.37315800000000365 43.66031799999999663),117 PEMBROKE ST,Toronto,ON,Canada,0,4035047218,"117, Pembroke Street, Moss Park, Toronto Centre, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5A 1Z9, Canada",place,house,"43.660318,-79.373158"
Point (-79.38938899999999421 43.66901409999999828),1170 BAY ST,Toronto,ON,Canada,0,332338882,"Tim Hortons, 1170, Bay Street, Yorkville, University—Rosedale, Old Toronto, Toronto, Golden Horseshoe, Ontario, M4Y 2T1, Canada",amenity,cafe,"43.6690141,-79.389389"
Point (-79.29437260000000265 43.67140700000000209),117 HAMMERSMITH AVE,Toronto,ON,Canada,0,804616808,"117, Hammersmith Avenue, The Beaches, Beaches—East York, Old Toronto, Toronto, Golden Horseshoe, Ontario, M4E 1E3, Canada",place,house,"43.671407,-79.2943726"
Point (-79.3719374531146542 43.76684987172449581),117 MCMAHON DR,Toronto,ON,Canada,0,401024836,"117, McMahon Drive, Concord Park Place, Don Valley North, North York, Toronto, Golden Horseshoe, Ontario, M2K 1C2, Canada",place,house,"43.766849871724496,-79.37193745311465"
Point (-79.14848730997078974 43.79931399999999542),11753 SHEPPARD AVE E,Toronto,ON,Canada,0,31836516,"11753, Sheppard Avenue East, Rouge Park, Scarborough—Rouge Park, Scarborough, Toronto, Golden Horseshoe, Ontario, M1B 4X3, Canada",building,apartments,"43.799313999999995,-79.14848730997079"
Point (-79.42661429999999712 43.63926800000000128),1176 KING ST W,Toronto,ON,Canada,0,3600946621,"Pet Valu, 1176, King Street West, Little Tibet, Spadina—Fort York, Old Toronto, Toronto, Golden Horseshoe, Ontario, M6K 3C5, Canada",shop,pet,"43.639268,-79.4266143"
Point (-79.42598920000000362 43.64262200000000291),1171 QUEEN ST W,Toronto,ON,Canada,0,803226672,"1171, Queen Street West, Little Portugal, Old Toronto, Toronto, Golden Horseshoe, Ontario, M6J 1J6, Canada",place,house,"43.642622,-79.4259892"
Point (-79.44351616000000149 43.67803166000000203),1174 ST CLAIR AVE W,Toronto,ON,Canada,0,67804685,"1174, St. Clair Avenue West, Corso Italia, Davenport, Old Toronto, Toronto, Golden Horseshoe, Ontario, M6E 1B4, Canada",place,house,"43.67803166,-79.44351616"
Point (-79.39328799999999831 43.67079499999999825),116 YORKVILLE AVE,Toronto,ON,Canada,0,4036605636,"116, Yorkville Avenue, Bloor Street Culture Corridor, University—Rosedale, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5R 1B9, Canada",place,house,"43.670795,-79.393288"
