wkt_geom,Address,City,province,Country,result_num,osm_id,display_na,category,type,latlong
Point (-79.37483210000000611 43.64889289999999988),47 COLBORNE ST,Toronto,ON,Canada,0,8418290677,"Moissanites by Livia, 47, Colborne Street, King East, Toronto Centre, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5E 1E3, Canada",office,jewelry,"43.6488929,-79.3748321"
Point (-79.35596800000000428 43.65288060000000314),465 FRONT ST E,Toronto,ON,Canada,0,4364172556,"Running Room, 465, Front Street East, Canary District, Toronto Centre, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5A 0J2, Canada",shop,sports,"43.6528806,-79.355968"
Point (-79.40184299999999951 43.66827500000000128),465 HURON ST,Toronto,ON,Canada,0,4036609134,"465, Huron Street, The Annex, University—Rosedale, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5R 2R3, Canada",place,house,"43.668275,-79.401843"
Point (-79.25987324545454271 43.78952939090908814),4630 SHEPPARD AVE E,Toronto,ON,Canada,0,75968937,"4630, Sheppard Avenue East, Scarborough North, Scarborough, Toronto, Golden Horseshoe, Ontario, M1S 3E5, Canada",place,house,"43.78952939090909,-79.25987324545454"
Point (-79.51984131999557803 43.7696425999999974),4645 JANE ST,Toronto,ON,Canada,0,659973777,"4645, Jane Street, Humber River—Black Creek, North York, Toronto, Golden Horseshoe, Ontario, M3N 2S6, Canada",building,apartments,"43.7696426,-79.51984131999558"
Point (-79.30152150000000688 43.82483179999999834),4675 STEELES AVE E,Toronto,ON,Canada,0,896765731,"4675, Steeles Avenue East, Milliken, Scarborough, Toronto, York Region, Golden Horseshoe, Ontario, M1V 4S5, Canada",place,house,"43.8248318,-79.3015215"
Point (-79.41223088823529963 43.70394213529412042),468 EGLINTON AVE W,Toronto,ON,Canada,0,66260326,"468, Eglinton Avenue West, Eglinton Way, Eglinton—Lawrence, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5N 1B1, Canada",place,house,"43.70394213529412,-79.4122308882353"
Point (-79.17515400000000625 43.77632959999999684),4662 KINGSTON RD,Toronto,ON,Canada,0,35345562,"4662 Kingston Road, Scarborough—Rouge Park, Scarborough, Toronto, Golden Horseshoe, Ontario, M1E 2P9, Canada",highway,service,"43.7763296,-79.175154"
Point (-79.51999369434804521 43.77017000000000024),4673 JANE ST,Toronto,ON,Canada,0,659973778,"4673, Jane Street, Humber River—Black Creek, North York, Toronto, Golden Horseshoe, Ontario, M3N 2S6, Canada",building,apartments,"43.77017,-79.51999369434805"
Point (-79.41235346470588752 43.70391720588235529),472 EGLINTON AVE W,Toronto,ON,Canada,0,66260326,"472, Eglinton Avenue West, Eglinton Way, Eglinton—Lawrence, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5N 1B1, Canada",place,house,"43.703917205882355,-79.41235346470589"
Point (-79.39997660000000224 43.64561290000000326),473 ADELAIDE ST W,Toronto,ON,Canada,0,5575082561,"UNIUN, 473, Adelaide Street West, King West, Spadina—Fort York, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5V 2J6, Canada",amenity,bar,"43.6456129,-79.3999766"
Point (-79.49380340000000444 43.7732157000000015),4700 KEELE ST,Toronto,ON,Canada,0,898012430,"4700, Keele Street, Humber River—Black Creek, North York, Toronto, Golden Horseshoe, Ontario, M3J 3T8, Canada",place,house,"43.7732157,-79.4938034"
Point (-79.39797699999999736 43.64752500000000168),471 RICHMOND ST W,Toronto,ON,Canada,0,4036639789,"471, Richmond Street West, Queen West, Spadina—Fort York, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5V 2L4, Canada",place,house,"43.647525,-79.397977"
Point (-79.36599170588235097 43.65282705882352587),474 ADELAIDE ST E,Toronto,ON,Canada,0,401029324,"474, Adelaide Street East, St. Lawrence, Toronto Centre, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5A 1N7, Canada",place,house,"43.652827058823526,-79.36599170588235"
Point (-79.4091982999999999 43.6563416999999987),474 COLLEGE ST,Toronto,ON,Canada,0,5720505421,"College Medical Pharmacy, 474, College Street, Little Italy, University—Rosedale, Old Toronto, Toronto, Golden Horseshoe, Ontario, M6G 1A4, Canada",amenity,pharmacy,"43.6563417,-79.4091983"
Point (-79.35280849999999475 43.66897790000000157),473 BROADVIEW AVE,Toronto,ON,Canada,0,804607492,"473, Broadview Avenue, Riverdale, Toronto—Danforth, Old Toronto, Toronto, Golden Horseshoe, Ontario, M4M 2B5, Canada",place,house,"43.6689779,-79.3528085"
Point (-79.39760130000000515 43.6483458000000013),473 QUEEN ST W,Toronto,ON,Canada,0,6419730377,"Leo's Textiles, 473, Queen Street West, Queen West, Spadina—Fort York, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5V 2B4, Canada",shop,fabric,"43.6483458,-79.3976013"
Point (-79.41907392000000243 43.64529961000000213),47 OSSINGTON AVE,Toronto,ON,Canada,0,66232310,"47, Ossington Avenue, Ossington, Spadina—Fort York, Old Toronto, Toronto, Golden Horseshoe, Ontario, M6J 2Z2, Canada",place,house,"43.64529961,-79.41907392"
Point (-79.40024020909091007 43.71062343636364034),47 ROSELAWN AVE,Toronto,ON,Canada,0,66259903,"47, Roselawn Avenue, Yonge & Eglinton, Eglinton—Lawrence, Old Toronto, Toronto, Golden Horseshoe, Ontario, M4P 2H5, Canada",place,house,"43.71062343636364,-79.40024020909091"
Point (-79.16696770000000072 43.80348860000000144),47 GENERATION BLVD,Toronto,ON,Canada,0,35346664,"47 Generation Boulevard, Rouge, Scarborough—Rouge Park, Scarborough, Toronto, Golden Horseshoe, Ontario, M1B 2K5, Canada",highway,service,"43.8034886,-79.1669677"
Point (-79.37851100000000315 43.67040899999999937),47 HUNTLEY ST,Toronto,ON,Canada,0,4035049503,"47, Huntley Street, Church-Wellesley Village, Toronto Centre, Old Toronto, Toronto, Golden Horseshoe, Ontario, M4Y 2Y5, Canada",place,house,"43.670409,-79.378511"
Point (-79.50200434999999288 43.76305184999999653),470 SENTINEL RD,Toronto,ON,Canada,0,32024840,"470, Sentinel Road, Humber River—Black Creek, North York, Toronto, Golden Horseshoe, Ontario, M3J 1V6, Canada",building,apartments,"43.76305185,-79.50200434999999"
Point (-79.52093173333334164 43.77031430000000256),4700 JANE ST,Toronto,ON,Canada,0,93809644,"4700, Jane Street, Humber River—Black Creek, North York, Toronto, Golden Horseshoe, Ontario, M3N 2S6, Canada",place,house,"43.7703143,-79.52093173333334"
Point (-79.34275905468750523 43.70075649999999712),47 THORNCLIFFE PARK DR,Toronto,ON,Canada,0,142557713,"47, Thorncliffe Park Drive, Thorncliffe Park, Don Valley West, East York, Toronto, Golden Horseshoe, Ontario, M4H 1J6, Canada",building,apartments,"43.7007565,-79.3427590546875"
Point (-79.40881530000000055 43.65639800000000292),470 COLLEGE ST,Toronto,ON,Canada,0,5720622831,"Lunsky Optometry, 470, College Street, Little Italy, University—Rosedale, Old Toronto, Toronto, Golden Horseshoe, Ontario, M6G 1A1, Canada",place,house,"43.656398,-79.4088153"
Point (-79.34436795259750852 43.77218437251269023),55 FOREST MANOR RD,Toronto,ON,Canada,0,400867677,"55, Forest Manor Road, Parkway Forest, Don Valley North, North York, Toronto, Golden Horseshoe, Ontario, M2J 1M4, Canada",place,house,"43.77218437251269,-79.34436795259751"
Point (-79.54340494999999578 43.58865914999999802),55 FORTY SECOND ST,Toronto,ON,Canada,0,187103044,"55, Forty Second Street, Long Branch, Etobicoke—Lakeshore, Etobicoke, Toronto, Golden Horseshoe, Ontario, M8W 3P1, Canada",building,apartments,"43.58865915,-79.54340495"
Point (-79.50343936488366126 43.68864299999999901),55 EMMETT AVE,Toronto,ON,Canada,0,31560594,"55, Emmett Avenue, York South—Weston, York, Toronto, Golden Horseshoe, Ontario, M6M 2E6, Canada",building,apartments,"43.688643,-79.50343936488366"
Point (-79.39678136660126029 43.7112769999999955),55 ERSKINE AVE,Toronto,ON,Canada,0,31372880,"The Continental, 55, Erskine Avenue, Yonge & Eglinton, Don Valley West, Old Toronto, Toronto, Golden Horseshoe, Ontario, M4P 2H5, Canada",building,apartments,"43.711276999999995,-79.39678136660126"
Point (-79.38420940000000314 43.65841054999999926),55 GERRARD ST W,Toronto,ON,Canada,0,24589759,"The Livmore, 55, Gerrard Street West, Discovery District, University—Rosedale, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5G 2J9, Canada",building,apartments,"43.65841055,-79.3842094"
Point (-79.37824845463983081 43.65776565000000176),55 GOULD ST,Toronto,ON,Canada,0,23447514,"Student Campus Centre, 55, Gould Street, Garden District, Toronto Centre, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5B 1E9, Canada",building,university,"43.65776565,-79.37824845463983"
Point (-79.37380290000000116 43.6481047999999987),55 FRONT ST E,Toronto,ON,Canada,0,2721781519,"Shoreline Commemorative, 55, Front Street East, King East, Toronto Centre, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5E 1C9, Canada",tourism,artwork,"43.6481048,-79.3738029"
Point (-79.48136669999999526 43.7250992000000025),55 GEORGE APPLETON WAY,Toronto,ON,Canada,0,803333544,"55, George Appleton Way, Downsview, York Centre, North York, Toronto, Golden Horseshoe, Ontario, M3K 1V5, Canada",place,house,"43.7250992,-79.4813667"
Point (-79.38364937500000451 43.66906275000000193),55 CHARLES ST E,Toronto,ON,Canada,0,401215544,"55, Charles Street East, Yorkville, Toronto Centre, Old Toronto, Toronto, Golden Horseshoe, Ontario, M4Y 0C3, Canada",place,house,"43.66906275,-79.383649375"
Point (-79.41381875836401605 43.65577569336831942),55 CLINTON ST,Toronto,ON,Canada,0,81140301,"55, Clinton Street, Little Italy, University—Rosedale, Old Toronto, Toronto, Golden Horseshoe, Ontario, M6G 3A7, Canada",place,house,"43.65577569336832,-79.41381875836402"
Point (-79.39547818682498814 43.70969825000000242),55 BROADWAY AVE,Toronto,ON,Canada,0,225747396,"Gaylord Apartments, 55, Broadway Avenue, Yonge & Eglinton, Toronto—St. Paul's, Old Toronto, Toronto, Golden Horseshoe, Ontario, M4P 1T4, Canada",amenity,social_facility,"43.70969825,-79.39547818682499"
Point (-79.38669129999999541 43.65449370000000329),55 CENTRE AVE,Toronto,ON,Canada,0,1282293391,"Textile Museum Of Canada, 55, Centre Avenue, Discovery District, University—Rosedale, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5G 2H5, Canada",tourism,museum,"43.6544937,-79.3866913"
Point (-79.41278333450119931 43.6386004000000014),55 EAST LIBERTY ST,Toronto,ON,Canada,0,170053750,"55, East Liberty Street, Liberty Village, Spadina—Fort York, Old Toronto, Toronto, Golden Horseshoe, Ontario, M6K 3P8, Canada",building,apartments,"43.6386004,-79.4127833345012"
Point (-79.41484235939849157 43.77065699999999993),55 ELLERSLIE AVE,Toronto,ON,Canada,0,31500724,"55, Ellerslie Avenue, Willowdale, North York, Toronto, Golden Horseshoe, Ontario, M2N 0G7, Canada",building,apartments,"43.770657,-79.41484235939849"
Point (-79.37464989999999432 43.64904080000000164),55 COLBORNE ST,Toronto,ON,Canada,0,3379904681,"55, Colborne Street, King East, Toronto Centre, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5E 1E3, Canada",place,house,"43.6490408,-79.3746499"
Point (-79.46575988885805941 43.75108149999999796),55 DE BOERS DR,Toronto,ON,Canada,0,170051270,"55, De Boers Drive, York Centre, North York, Toronto, Golden Horseshoe, Ontario, M3K 2A2, Canada",building,apartments,"43.7510815,-79.46575988885806"
Point (-79.35757490000000303 43.65118149999999986),55 MILL ST,Toronto,ON,Canada,0,804604685,"55, Mill Street, Distillery District, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5A 3C4, Canada",place,house,"43.6511815,-79.3575749"
Point (-79.3749678399999965 43.65546379999999971),55 MUTUAL ST,Toronto,ON,Canada,0,401029303,"55, Mutual Street, Garden District, Toronto Centre, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5B 1E5, Canada",place,house,"43.6554638,-79.37496784"
Point (-79.38161557959801939 43.66412354999999934),55 MAITLAND ST,Toronto,ON,Canada,0,30635278,"Village Green 3, 55, Maitland Street, Church-Wellesley Village, Toronto Centre, Old Toronto, Toronto, Golden Horseshoe, Ontario, M4Y 2C5, Canada",building,apartments,"43.66412355,-79.38161557959802"
Point (-79.36425309999999911 43.64542759999999788),55 MERCHANTS' WHARF,Toronto,ON,Canada,0,403479251,"Merchant's Wharf, Spadina—Fort York, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5A 0L1, Canada",highway,residential,"43.6454276,-79.3642531"
Point (-79.36153740000000312 43.65968949999999893),55 REGENT PARK BLVD,Toronto,ON,Canada,0,229563469,"Regent Park Boulevard, Regent Park, Toronto Centre, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5A 0K7, Canada",highway,residential,"43.6596895,-79.3615374"
Point (-79.39721559999999556 43.68723159999999694),55 ST CLAIR AVE W,Toronto,ON,Canada,0,2801507539,"Pasta Mondo, 55, St. Clair Avenue West, Deer Park, Toronto—St. Paul's, Old Toronto, Toronto, Golden Horseshoe, Ontario, M4V 3A5, Canada",amenity,fast_food,"43.6872316,-79.3972156"
Point (-79.37705099999999447 43.65278899999999851),55 QUEEN ST E,Toronto,ON,Canada,0,4035050498,"55, Queen Street East, King East, Toronto Centre, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5C 1R8, Canada",place,house,"43.652789,-79.377051"
Point (-79.39178499999999872 43.70538700000000176),55 REDPATH AVE,Toronto,ON,Canada,0,1363007680,"55, Redpath Avenue, Yonge & Eglinton, Toronto—St. Paul's, Old Toronto, Toronto, Golden Horseshoe, Ontario, M4S 1R4, Canada",place,house,"43.705387,-79.391785"
Point (-79.3785963333333342 43.67060722222222324),55 HUNTLEY ST,Toronto,ON,Canada,0,401029446,"55, Huntley Street, Church-Wellesley Village, Toronto Centre, Old Toronto, Toronto, Golden Horseshoe, Ontario, M4Y 2Y5, Canada",place,house,"43.67060722222222,-79.37859633333333"
Point (-79.38311798337321079 43.66780059999999963),55 ISABELLA ST,Toronto,ON,Canada,0,55029553,"55, Isabella Street, Church-Wellesley Village, Toronto Centre, Old Toronto, Toronto, Golden Horseshoe, Ontario, M4Y 1N3, Canada",building,apartments,"43.6678006,-79.38311798337321"
Point (-79.4071353693887545 43.75687039999999683),55 HARRISON GARDEN BLVD,Toronto,ON,Canada,0,31779789,"Mansions Of Avondale, 55, Harrison Garden Boulevard, Willowdale, North York, Toronto, Golden Horseshoe, Ontario, M2N 0C2, Canada",building,apartments,"43.7568704,-79.40713536938875"
Point (-79.32521470335592539 43.79588850000000377),55 HUNTINGDALE BLVD,Toronto,ON,Canada,0,31617606,"55 Huntingdale, 55, Huntingdale Boulevard, Scarborough—Agincourt, Scarborough, Toronto, Golden Horseshoe, Ontario, M1W 2N9, Canada",building,apartments,"43.795888500000004,-79.32521470335593"
Point (-79.42326219999999637 43.64266700000000299),55 LISGAR ST,Toronto,ON,Canada,0,803214798,"55, Lisgar Street, Little Portugal, Old Toronto, Toronto, Golden Horseshoe, Ontario, M6J 3S7, Canada",place,house,"43.642667,-79.4232622"
Point (-79.37497600000000375 43.65175399999999684),55 LOMBARD ST,Toronto,ON,Canada,0,4035520575,"55, Lombard Street, King East, Toronto Centre, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5C 3H5, Canada",place,house,"43.651754,-79.374976"
Point (-79.5383925000000005 43.59089509999999734),55 JAMES ST,Toronto,ON,Canada,0,23529019,"James Street, Long Branch, Etobicoke—Lakeshore, Etobicoke, Toronto, Golden Horseshoe, Ontario, M8W 1P7, Canada",highway,residential,"43.5908951,-79.5383925"
Point (-79.38875742526596468 43.64607625000000013),55 JOHN ST,Toronto,ON,Canada,0,96144517,"Metro Hall, 55, John Street, Entertainment District, Spadina—Fort York, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5V 1J5, Canada",building,office,"43.64607625,-79.38875742526596"
Point (-79.27057924137932332 43.71107299999999896),544 BIRCHMOUNT ROAD,Toronto,ON,Canada,0,31757862,"544, Birchmount Road, Birchmount Park, Scarborough Southwest, Scarborough, Toronto, Golden Horseshoe, Ontario, M1K 0A4, Canada",building,apartments,"43.711073,-79.27057924137932"
Point (-79.40278999999999598 43.64755929999999751),544 QUEEN ST W,Toronto,ON,Canada,0,6419992934,"Victory Cleaners, 544, Queen Street West, Alexandra Park, Spadina—Fort York, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5V 2B5, Canada",shop,dry_cleaning,"43.6475593,-79.40279"
Point (-79.40123699999999474 43.64684700000000106),543 RICHMOND ST W,Toronto,ON,Canada,0,4036639915,"543, Richmond Street West, King West, Spadina—Fort York, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5V 1Y6, Canada",place,house,"43.646847,-79.401237"
Point (-79.27057924137932332 43.71107299999999896),544 BIRCHMOUNT RD,Toronto,ON,Canada,0,31757862,"544, Birchmount Road, Birchmount Park, Scarborough Southwest, Scarborough, Toronto, Golden Horseshoe, Ontario, M1K 0A4, Canada",building,apartments,"43.711073,-79.27057924137932"
Point (-79.41471172857143301 43.77717144285713857),5447 YONGE ST,Toronto,ON,Canada,0,76113442,"5447, Yonge Street, Willowdale, North York, Toronto, Golden Horseshoe, Ontario, M2N 5R6, Canada",place,house,"43.77717144285714,-79.41471172857143"
Point (-79.41458849999999359 43.77729860000000173),5449 YONGE ST,Toronto,ON,Canada,0,4643368332,"Gong Cha, 5449, Yonge Street, Willowdale, North York, Toronto, Golden Horseshoe, Ontario, M2N 5S1, Canada",amenity,cafe,"43.7772986,-79.4145885"
Point (-79.41483700000000567 43.77645199999999903),5440 YONGE ST,Toronto,ON,Canada,0,4035004657,"5440, Yonge Street, Willowdale, North York, Toronto, Golden Horseshoe, Ontario, M2N 5R6, Canada",place,house,"43.776452,-79.414837"
Point (-79.41462370000000703 43.77712499999999807),5445 YONGE ST,Toronto,ON,Canada,0,5721283773,"Buk Chang Dong Soon Tofu, 5445, Yonge Street, Willowdale, North York, Toronto, Golden Horseshoe, Ontario, M2N 7L3, Canada",amenity,restaurant,"43.777125,-79.4146237"
Point (-79.41451480000000629 43.77498070000000041),5400 YONGE ST,Toronto,ON,Canada,0,897923695,"5400, Yonge Street, Willowdale, North York, Toronto, Golden Horseshoe, Ontario, M2N 5R6, Canada",place,house,"43.7749807,-79.4145148"
Point (-79.41476389999999697 43.77569619999999873),5418 YONGE ST,Toronto,ON,Canada,0,6177369818,"Crystal Palace, 5418, Yonge Street, Willowdale, North York, Toronto, Golden Horseshoe, Ontario, M2N 5R6, Canada",amenity,restaurant,"43.7756962,-79.4147639"
Point (-79.38024149999999679 43.6604640000000046),54 MCGILL ST,Toronto,ON,Canada,0,401029497,"54, McGill Street, Downtown Yonge, Toronto Centre, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5B 2A2, Canada",place,house,"43.660464000000005,-79.3802415"
Point (-79.35289818196770284 43.64235279999999761),54 POLSON ST,Toronto,ON,Canada,0,43804879,"54, Polson Street, Port Lands, Toronto—Danforth, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5A 1A4, Canada",building,yes,"43.6423528,-79.3528981819677"
Point (-79.41448648000000787 43.77630271999999678),5423 YONGE ST,Toronto,ON,Canada,0,76113101,"5423, Yonge Street, Willowdale, North York, Toronto, Golden Horseshoe, Ontario, M2N 5R6, Canada",place,house,"43.77630272,-79.41448648000001"
Point (-79.41440299999999297 43.77639359999999868),5425 YONGE ST,Toronto,ON,Canada,0,5693900419,"Happy Lemon, 5425, Yonge Street, Willowdale, North York, Toronto, Golden Horseshoe, Ontario, M2N 5R6, Canada",amenity,restaurant,"43.7763936,-79.414403"
Point (-79.41447064000000466 43.77624156000000255),5419 YONGE ST,Toronto,ON,Canada,0,76113101,"5419, Yonge Street, Willowdale, North York, Toronto, Golden Horseshoe, Ontario, M2N 5R6, Canada",place,house,"43.77624156,-79.41447064"
Point (-79.41447856000000627 43.77627214000000322),5421 YONGE ST,Toronto,ON,Canada,0,76113101,"5421, Yonge Street, Willowdale, North York, Toronto, Golden Horseshoe, Ontario, M2N 5R6, Canada",place,house,"43.77627214,-79.41447856"
Point (-79.39499800000000107 43.67115400000000136),55 AVENUE RD,Toronto,ON,Canada,0,4036609270,"55, Avenue Road, Bloor Street Culture Corridor, University—Rosedale, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5R 3R9, Canada",place,house,"43.671154,-79.394998"
Point (-79.37228555000000085 43.66420387499999833),55 BLEECKER ST,Toronto,ON,Canada,0,401029233,"55, Bleecker Street, St. James Town, Toronto Centre, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5A 2K6, Canada",place,house,"43.664203875,-79.37228555"
Point (-79.38424229999999682 43.66452110000000175),549 YONGE ST,Toronto,ON,Canada,0,6225599804,"Dollarama, 549, Yonge Street, Church-Wellesley Village, Toronto Centre, Old Toronto, Toronto, Golden Horseshoe, Ontario, M4Y 1Y5, Canada",shop,variety_store,"43.6645211,-79.3842423"
Point (-79.32912790000000314 43.77404010000000056),55 ANN O'REILLY RD,Toronto,ON,Canada,0,459124936,"Ann O'Reilly Road, Atria, North York, Toronto, Golden Horseshoe, Ontario, M2J 4Y1, Canada",highway,service,"43.7740401,-79.3291279"
Point (-79.37744499999999448 43.65446500000000185),55 BOND ST,Toronto,ON,Canada,0,4035050494,"55, Bond Street, Garden District, Toronto Centre, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5B 1X2, Canada",place,house,"43.654465,-79.377445"
Point (-79.38077014941278264 43.64226614999999754),55 BREMNER BLVD,Toronto,ON,Canada,0,34320501,"Maple Leaf Square South, 55, Bremner Boulevard, Harbourfront, Spadina—Fort York, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5J 2V5, Canada",building,yes,"43.64226615,-79.38077014941278"
Point (-79.38539910000000077 43.67030950000000189),55 BLOOR ST E,Toronto,ON,Canada,0,655338858,"Purolator, 55, Bloor Street East, Yorkville, University—Rosedale, Old Toronto, Toronto, Golden Horseshoe, Ontario, M4W 1A9, Canada",shop,shipping,"43.6703095,-79.3853991"
Point (-79.38871609999999635 43.66961760000000226),55 BLOOR ST W,Toronto,ON,Canada,0,4544996851,"Cineplex Cinemas Varsity and VIP, 55, Bloor Street West, Yorkville, University—Rosedale, Old Toronto, Toronto, Golden Horseshoe, Ontario, M4W 1A5, Canada",amenity,cinema,"43.6696176,-79.3887161"
Point (-79.4147529571428521 43.77733588571428669),5453 YONGE ST,Toronto,ON,Canada,0,76113442,"5453, Yonge Street, Willowdale, North York, Toronto, Golden Horseshoe, Ontario, M2N 5R6, Canada",place,house,"43.77733588571429,-79.41475295714285"
Point (-79.41469619999999452 43.77747380000000277),5455 YONGE ST,Toronto,ON,Canada,0,5721283764,"Mabu Station, 5455, Yonge Street, Willowdale, North York, Toronto, Golden Horseshoe, Ontario, M2N 7L3, Canada",amenity,restaurant,"43.7774738,-79.4146962"
Point (-79.48217470000000162 43.63049110000000042),545 LAKESHORE BLVD,Toronto,ON,Canada,0,411934233,"TD Canada Trust, 125, The Queensway, Etobicoke—Lakeshore, Etobicoke, Toronto, Golden Horseshoe, Ontario, M8Y 1J2, Canada",amenity,bank,"43.6304911,-79.4821747"
Point (-79.41473921428571714 43.77728107142856828),5451 YONGE ST,Toronto,ON,Canada,0,76113442,"5451, Yonge Street, Willowdale, North York, Toronto, Golden Horseshoe, Ontario, M2N 5R6, Canada",place,house,"43.77728107142857,-79.41473921428572"
Point (-79.38432099999999991 43.66461800000000437),547 YONGE ST,Toronto,ON,Canada,0,401216202,"547, Yonge Street, Church-Wellesley Village, Toronto Centre, Old Toronto, Toronto, Golden Horseshoe, Ontario, M4Y 1Y5, Canada",place,house,"43.664618000000004,-79.384321"
Point (-79.3809662999999972 43.66545289999999824),548 CHURCH ST,Toronto,ON,Canada,0,5749477829,"Nova Supreme Dry Cleaners, 548, Church Street, Church-Wellesley Village, Toronto Centre, Old Toronto, Toronto, Golden Horseshoe, Ontario, M4Y 2C6, Canada",shop,dry_cleaning,"43.6654529,-79.3809663"
Point (-79.40285509999999647 43.64755170000000106),546 QUEEN ST W,Toronto,ON,Canada,0,5300198816,"Shanti Baba, 546, Queen Street West, Alexandra Park, Spadina—Fort York, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5V 2B5, Canada",shop,gift,"43.6475517,-79.4028551"
Point (-79.41519999999999868 43.77740959999999859),5460 YONGE ST,Toronto,ON,Canada,0,2620450869,"Kayagum, 5460, Yonge Street, Willowdale, North York, Toronto, Golden Horseshoe, Ontario, M2N 6K7, Canada",amenity,restaurant,"43.7774096,-79.4152"
Point (-79.41226670000000354 43.6551327000000029),559 COLLEGE ST,Toronto,ON,Canada,0,5720591721,"Derstine Penman Criminal Lawyers, 559, College Street, Little Italy, University—Rosedale, Old Toronto, Toronto, Golden Horseshoe, Ontario, M6G 1A9, Canada",office,lawyer,"43.6551327,-79.4122667"
Point (-79.40314712195122127 43.67162158536585537),559 HURON ST,Toronto,ON,Canada,0,401215769,"559, Huron Street, The Annex, University—Rosedale, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5R 2R6, Canada",place,house,"43.671621585365855,-79.40314712195122"
Point (-79.41609010000000524 43.77901580000000337),5576 YONGE ST,Toronto,ON,Canada,0,6145565148,"Canada Post, 5576, Yonge Street, Willowdale, North York, Toronto, Golden Horseshoe, Ontario, M2N 5S0, Canada",amenity,post_office,"43.7790158,-79.4160901"
Point (-79.41556282777777653 43.77905526666666702),5588 YONGE ST,Toronto,ON,Canada,0,76113725,"5588, Yonge Street, Willowdale, North York, Toronto, Golden Horseshoe, Ontario, M2N 5S2, Canada",place,house,"43.77905526666667,-79.41556282777778"
Point (-79.47845440000000394 43.62538779999999861),56 ANNIE CRAIG DR,Toronto,ON,Canada,0,362984235,"Annie Craig Drive, Etobicoke—Lakeshore, Etobicoke, Toronto, Golden Horseshoe, Ontario, M8V 4C5, Canada",highway,residential,"43.6253878,-79.4784544"
Point (-79.37774740000000406 43.654672699999999),56 BOND ST,Toronto,ON,Canada,0,4035050507,"56, Bond Street, Garden District, Toronto Centre, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5B 1X2, Canada",place,house,"43.6546727,-79.3777474"
Point (-79.40039339999999868 43.64780530000000169),559 QUEEN ST W,Toronto,ON,Canada,0,6419859632,"The Dot, 559, Queen Street West, Queen West, Spadina—Fort York, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5V 2B4, Canada",shop,clothes,"43.6478053,-79.4003934"
Point (-79.52291983053817148 43.64598750000000393),56 ABERFOYLE CRES,Toronto,ON,Canada,0,31451793,"De Bousquet PC, Barristers and Solicitors, 56, Aberfoyle Crescent, Islington Village, Etobicoke—Lakeshore, Etobicoke, Toronto, Golden Horseshoe, Ontario, M8X 2W4, Canada",building,office,"43.645987500000004,-79.52291983053817"
Point (-79.3876005783934886 43.65737174999999581),555 UNIVERSITY AVE,Toronto,ON,Canada,0,712078929,"Hospital for Sick Children, 555, University Avenue, Discovery District, University—Rosedale, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5G 1X3, Canada",amenity,hospital,"43.657371749999996,-79.38760057839349"
Point (-79.44941400000000442 43.73393829999999838),555 WILSON AVE,Toronto,ON,Canada,0,803368076,"555, Wilson Avenue, Winston Park, York Centre, North York, Toronto, Golden Horseshoe, Ontario, M3K 0C2, Canada",place,house,"43.7339383,-79.449414"
Point (-79.4020450000000011 43.64669700000000319),555 RICHMOND ST W,Toronto,ON,Canada,0,4036639937,"555, Richmond Street West, King West, Spadina—Fort York, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5V 1Y6, Canada",place,house,"43.646697,-79.402045"
